route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
02_1,FULLW,02_1_PM_18,,,,shape_60
02_1,FULLW,02_1_PM_19,,,,shape_61
02_1,FULLW,02_1_PM_20,,,,shape_62
02_1,FULLW,02_1_PM_21,,,,shape_63
02_1,FULLW,02_1_PM_22,,,,shape_64
02_1,FULLW,02_1_PM_23,,,,shape_65
02_1,FULLW,02_1_PM_24,,,,shape_66
02_1,FULLW,02_1_PM_25,,,,shape_67
02_1,FULLW,02_1_PM_26,,,,shape_68
02_1,FULLW,02_1_PM_27,,,,shape_69
02_1,FULLW,02_1_PM_28,,,,shape_70
02_1,FULLW,02_1_PM_29,,,,shape_71
02_1,FULLW,02_1_PM_30,,,,shape_72
02_1,FULLW,02_1_PM_31,,,,shape_73
02_1,FULLW,02_1_PM_32,,,,shape_74
02_1,FULLW,02_1_PM_33,,,,shape_75
02_1,FULLW,02_1_PM_34,,,,shape_76
02_1,FULLW,02_1_PM_35,,,,shape_77
02_1,FULLW,02_1_PM_36,,,,shape_78
02_1,FULLW,02_1_PM_37,,,,shape_79
02_1,FULLW,02_1_PM_38,,,,shape_80
02_1,FULLW,02_1_PM_39,,,,shape_81
02_1,FULLW,02_1_PM_40,,,,shape_82
02_2,FULLW,02_2_PM_1,,,,shape_83
02_2,FULLW,02_2_PM_2,,,,shape_84
02_2,FULLW,02_2_PM_3,,,,shape_85
02_2,FULLW,02_2_PM_4,,,,shape_86
02_2,FULLW,02_2_PM_5,,,,shape_87
02_2,FULLW,02_2_PM_6,,,,shape_88
02_2,FULLW,02_2_PM_7,,,,shape_89
02_2,FULLW,02_2_PM_8,,,,shape_90
02_2,FULLW,02_2_PM_9,,,,shape_91
02_2,FULLW,02_2_PM_10,,,,shape_92
02_2,FULLW,02_2_PM_11,,,,shape_93
02_2,FULLW,02_2_PM_12,,,,shape_94
02_2,FULLW,02_2_PM_13,,,,shape_95
02_2,FULLW,02_2_PM_14,,,,shape_96
02_2,FULLW,02_2_PM_15,,,,shape_97
02_2,FULLW,02_2_PM_16,,,,shape_98
02_2,FULLW,02_2_PM_17,,,,shape_99
02_2,FULLW,02_2_PM_18,,,,shape_100
02_2,FULLW,02_2_PM_19,,,,shape_101
02_2,FULLW,02_2_PM_20,,,,shape_102
02_2,FULLW,02_2_PM_21,,,,shape_103
02_2,FULLW,02_2_PM_22,,,,shape_104
02_2,FULLW,02_2_PM_23,,,,shape_105
02_2,FULLW,02_2_PM_24,,,,shape_106
02_2,FULLW,02_2_PM_25,,,,shape_107
02_2,FULLW,02_2_PM_26,,,,shape_108
02_2,FULLW,02_2_PM_27,,,,shape_109
02_2,FULLW,02_2_PM_28,,,,shape_110
02_2,FULLW,02_2_PM_29,,,,shape_111
02_2,FULLW,02_2_PM_30,,,,shape_112
02_2,FULLW,02_2_PM_31,,,,shape_113
02_2,FULLW,02_2_PM_32,,,,shape_114
02_2,FULLW,02_2_PM_33,,,,shape_115
02_2,FULLW,02_2_PM_34,,,,shape_116
02_2,FULLW,02_2_PM_35,,,,shape_117
02_2,FULLW,02_2_PM_36,,,,shape_118
02_2,FULLW,02_2_PM_37,,,,shape_119
02_2,FULLW,02_2_PM_38,,,,shape_120
02_2,FULLW,02_2_PM_39,,,,shape_121
02_2,FULLW,02_2_PM_40,,,,shape_122
03A_1,FULLW,03A_1_PM_1,,,,shape_123
03A_1,FULLW,03A_1_PM_2,,,,shape_124
03A_1,FULLW,03A_1_PM_3,,,,shape_125
03A_1,FULLW,03A_1_PM_4,,,,shape_126
03A_1,FULLW,03A_1_PM_5,,,,shape_127
03A_1,FULLW,03A_1_PM_6,,,,shape_128
03A_1,FULLW,03A_1_PM_7,,,,shape_129
03A_1,FULLW,03A_1_PM_8,,,,shape_130
03A_1,FULLW,03A_1_PM_9,,,,shape_131
03A_1,FULLW,03A_1_PM_10,,,,shape_132
03A_1,FULLW,03A_1_PM_11,,,,shape_133
03A_1,FULLW,03A_1_PM_12,,,,shape_134
03A_1,FULLW,03A_1_PM_13,,,,shape_135
03A_1,FULLW,03A_1_PM_14,,,,shape_136
03A_1,FULLW,03A_1_PM_15,,,,shape_137
03A_1,FULLW,03A_1_PM_16,,,,shape_138
03A_1,FULLW,03A_1_PM_17,,,,shape_139
03A_1,FULLW,03A_1_PM_18,,,,shape_140
03A_1,FULLW,03A_1_PM_19,,,,shape_141
03A_1,FULLW,03A_1_PM_20,,,,shape_142
03A_1,FULLW,03A_1_PM_21,,,,shape_143
03A_2,FULLW,03A_2_PM_1,,,,shape_144
03A_2,FULLW,03A_2_PM_2,,,,shape_145
03A_2,FULLW,03A_2_PM_3,,,,shape_146
03A_2,FULLW,03A_2_PM_4,,,,shape_147
03A_2,FULLW,03A_2_PM_5,,,,shape_148
03A_2,FULLW,03A_2_PM_6,,,,shape_149
03A_2,FULLW,03A_2_PM_7,,,,shape_150
03A_2,FULLW,03A_2_PM_8,,,,shape_151
03A_2,FULLW,03A_2_PM_9,,,,shape_152
03A_2,FULLW,03A_2_PM_10,,,,shape_153
03A_2,FULLW,03A_2_PM_11,,,,shape_154
03A_2,FULLW,03A_2_PM_12,,,,shape_155
03A_2,FULLW,03A_2_PM_13,,,,shape_156
03A_2,FULLW,03A_2_PM_14,,,,shape_157
03A_2,FULLW,03A_2_PM_15,,,,shape_158
03A_2,FULLW,03A_2_PM_16,,,,shape_159
03A_2,FULLW,03A_2_PM_17,,,,shape_160
03A_2,FULLW,03A_2_PM_18,,,,shape_161
03A_2,FULLW,03A_2_PM_19,,,,shape_162
03A_2,FULLW,03A_2_PM_20,,,,shape_163
03A_2,FULLW,03A_2_PM_21,,,,shape_164
03B_1,FULLW,03B_1_PM_1,,,,shape_165
03B_1,FULLW,03B_1_PM_2,,,,shape_166
03B_1,FULLW,03B_1_PM_3,,,,shape_167
03B_1,FULLW,03B_1_PM_4,,,,shape_168
03B_1,FULLW,03B_1_PM_5,,,,shape_169
03B_1,FULLW,03B_1_PM_6,,,,shape_170
03B_1,FULLW,03B_1_PM_7,,,,shape_171
03B_1,FULLW,03B_1_PM_8,,,,shape_172
03B_2,FULLW,03B_2_PM_1,,,,shape_173
03B_2,FULLW,03B_2_PM_2,,,,shape_174
03B_2,FULLW,03B_2_PM_3,,,,shape_175
03B_2,FULLW,03B_2_PM_4,,,,shape_176
03B_2,FULLW,03B_2_PM_5,,,,shape_177
03B_2,FULLW,03B_2_PM_6,,,,shape_178
03B_2,FULLW,03B_2_PM_7,,,,shape_179
03B_2,FULLW,03B_2_PM_8,,,,shape_180
04_1,FULLW,04_1_PM_1,,,,shape_181
04_1,FULLW,04_1_PM_2,,,,shape_182
04_1,FULLW,04_1_PM_3,,,,shape_183
04_1,FULLW,04_1_PM_4,,,,shape_184
04_1,FULLW,04_1_PM_5,,,,shape_185
04_1,FULLW,04_1_PM_6,,,,shape_186
04_1,FULLW,04_1_PM_7,,,,shape_187
04_1,FULLW,04_1_PM_8,,,,shape_188
04_1,FULLW,04_1_PM_9,,,,shape_189
04_1,FULLW,04_1_PM_10,,,,shape_190
04_1,FULLW,04_1_PM_11,,,,shape_191
04_1,FULLW,04_1_PM_12,,,,shape_192
04_1,FULLW,04_1_PM_13,,,,shape_193
04_1,FULLW,04_1_PM_14,,,,shape_194
04_1,FULLW,04_1_PM_15,,,,shape_195
04_1,FULLW,04_1_PM_16,,,,shape_196
04_1,FULLW,04_1_PM_17,,,,shape_197
04_1,FULLW,04_1_PM_18,,,,shape_198
04_2,FULLW,04_2_PM_1,,,,shape_199
04_2,FULLW,04_2_PM_2,,,,shape_200
04_2,FULLW,04_2_PM_3,,,,shape_201
04_2,FULLW,04_2_PM_4,,,,shape_202
04_2,FULLW,04_2_PM_5,,,,shape_203
04_2,FULLW,04_2_PM_6,,,,shape_204
04_2,FULLW,04_2_PM_7,,,,shape_205
04_2,FULLW,04_2_PM_8,,,,shape_206
04_2,FULLW,04_2_PM_9,,,,shape_207
04_2,FULLW,04_2_PM_10,,,,shape_208
04_2,FULLW,04_2_PM_11,,,,shape_209
04_2,FULLW,04_2_PM_12,,,,shape_210
04_2,FULLW,04_2_PM_13,,,,shape_211
04_2,FULLW,04_2_PM_14,,,,shape_212
04_2,FULLW,04_2_PM_15,,,,shape_213
04_2,FULLW,04_2_PM_16,,,,shape_214
04_2,FULLW,04_2_PM_17,,,,shape_215
04_2,FULLW,04_2_PM_18,,,,shape_216
05_1,FULLW,05_1_PM_1,,,,shape_217
05_1,FULLW,05_1_PM_2,,,,shape_218
05_1,FULLW,05_1_PM_3,,,,shape_219
05_1,FULLW,05_1_PM_4,,,,shape_220
05_1,FULLW,05_1_PM_5,,,,shape_221
05_1,FULLW,05_1_PM_6,,,,shape_222
05_1,FULLW,05_1_PM_7,,,,shape_223
05_1,FULLW,05_1_PM_8,,,,shape_224
05_1,FULLW,05_1_PM_9,,,,shape_225
05_1,FULLW,05_1_PM_10,,,,shape_226
05_1,FULLW,05_1_PM_11,,,,shape_227
05_1,FULLW,05_1_PM_12,,,,shape_228
05_1,FULLW,05_1_PM_13,,,,shape_229
05_1,FULLW,05_1_PM_14,,,,shape_230
05_2,FULLW,05_2_PM_1,,,,shape_231
05_2,FULLW,05_2_PM_2,,,,shape_232
05_2,FULLW,05_2_PM_3,,,,shape_233
05_2,FULLW,05_2_PM_4,,,,shape_234
05_2,FULLW,05_2_PM_5,,,,shape_235
05_2,FULLW,05_2_PM_6,,,,shape_236
05_2,FULLW,05_2_PM_7,,,,shape_237
05_2,FULLW,05_2_PM_8,,,,shape_238
05_2,FULLW,05_2_PM_9,,,,shape_239
05_2,FULLW,05_2_PM_10,,,,shape_240
05_2,FULLW,05_2_PM_11,,,,shape_241
05_2,FULLW,05_2_PM_12,,,,shape_242
05_2,FULLW,05_2_PM_13,,,,shape_243
05_2,FULLW,05_2_PM_14,,,,shape_244
06A_1,FULLW,06A_1_PM_1,,,,shape_245
06A_1,FULLW,06A_1_PM_2,,,,shape_246
06A_1,FULLW,06A_1_PM_3,,,,shape_247
06A_1,FULLW,06A_1_PM_4,,,,shape_248
06A_1,FULLW,06A_1_PM_5,,,,shape_249
06A_1,FULLW,06A_1_PM_6,,,,shape_250
06A_1,FULLW,06A_1_PM_7,,,,shape_251
06A_1,FULLW,06A_1_PM_8,,,,shape_252
06A_1,FULLW,06A_1_PM_9,,,,shape_253
06A_1,FULLW,06A_1_PM_10,,,,shape_254
06A_1,FULLW,06A_1_PM_11,,,,shape_255
06A_1,FULLW,06A_1_PM_12,,,,shape_256
06A_1,FULLW,06A_1_PM_13,,,,shape_257
06A_1,FULLW,06A_1_PM_14,,,,shape_258
06A_1,FULLW,06A_1_PM_15,,,,shape_259
06A_1,FULLW,06A_1_PM_16,,,,shape_260
06A_1,FULLW,06A_1_PM_17,,,,shape_261
06A_1,FULLW,06A_1_PM_18,,,,shape_262
06A_1,FULLW,06A_1_PM_19,,,,shape_263
06A_1,FULLW,06A_1_PM_20,,,,shape_264
06A_1,FULLW,06A_1_PM_21,,,,shape_265
06A_2,FULLW,06A_2_PM_1,,,,shape_266
06A_2,FULLW,06A_2_PM_2,,,,shape_267
06A_2,FULLW,06A_2_PM_3,,,,shape_268
06A_2,FULLW,06A_2_PM_4,,,,shape_269
06A_2,FULLW,06A_2_PM_5,,,,shape_270
06A_2,FULLW,06A_2_PM_6,,,,shape_271
06A_2,FULLW,06A_2_PM_7,,,,shape_272
06A_2,FULLW,06A_2_PM_8,,,,shape_273
06A_2,FULLW,06A_2_PM_9,,,,shape_274
06A_2,FULLW,06A_2_PM_10,,,,shape_275
06A_2,FULLW,06A_2_PM_11,,,,shape_276
06A_2,FULLW,06A_2_PM_12,,,,shape_277
06A_2,FULLW,06A_2_PM_13,,,,shape_278
06A_2,FULLW,06A_2_PM_14,,,,shape_279
06A_2,FULLW,06A_2_PM_15,,,,shape_280
06A_2,FULLW,06A_2_PM_16,,,,shape_281
06A_2,FULLW,06A_2_PM_17,,,,shape_282
06A_2,FULLW,06A_2_PM_18,,,,shape_283
06A_2,FULLW,06A_2_PM_19,,,,shape_284
06A_2,FULLW,06A_2_PM_20,,,,shape_285
06A_2,FULLW,06A_2_PM_21,,,,shape_286
06B_1,FULLW,06B_1_PM_1,,,,shape_287
06B_1,FULLW,06B_1_PM_2,,,,shape_288
06B_1,FULLW,06B_1_PM_3,,,,shape_289
06B_1,FULLW,06B_1_PM_4,,,,shape_290
06B_1,FULLW,06B_1_PM_5,,,,shape_291
06B_1,FULLW,06B_1_PM_6,,,,shape_292
06B_2,FULLW,06B_2_PM_1,,,,shape_293
06B_2,FULLW,06B_2_PM_2,,,,shape_294
06B_2,FULLW,06B_2_PM_3,,,,shape_295
06B_2,FULLW,06B_2_PM_4,,,,shape_296
06B_2,FULLW,06B_2_PM_5,,,,shape_297
06B_2,FULLW,06B_2_PM_6,,,,shape_298
06C_1,FULLW,06C_1_PM_1,,,,shape_299
06C_1,FULLW,06C_1_PM_2,,,,shape_300
06C_1,FULLW,06C_1_PM_3,,,,shape_301
06C_1,FULLW,06C_1_PM_4,,,,shape_302
06C_1,FULLW,06C_1_PM_5,,,,shape_303
06C_2,FULLW,06C_2_PM_1,,,,shape_304
06C_2,FULLW,06C_2_PM_2,,,,shape_305
06C_2,FULLW,06C_2_PM_3,,,,shape_306
06C_2,FULLW,06C_2_PM_4,,,,shape_307
06C_2,FULLW,06C_2_PM_5,,,,shape_308
06D_1,FULLW,06D_1_PM_1,,,,shape_309
06D_1,FULLW,06D_1_PM_2,,,,shape_310
06D_1,FULLW,06D_1_PM_3,,,,shape_311
06D_1,FULLW,06D_1_PM_4,,,,shape_312
06D_1,FULLW,06D_1_PM_5,,,,shape_313
06D_2,FULLW,06D_2_PM_1,,,,shape_314
06D_2,FULLW,06D_2_PM_2,,,,shape_315
06D_2,FULLW,06D_2_PM_3,,,,shape_316
06D_2,FULLW,06D_2_PM_4,,,,shape_317
06D_2,FULLW,06D_2_PM_5,,,,shape_318
06E_1,FULLW,06E_1_PM_1,,,,shape_319
06E_1,FULLW,06E_1_PM_2,,,,shape_320
06E_1,FULLW,06E_1_PM_3,,,,shape_321
06E_1,FULLW,06E_1_PM_4,,,,shape_322
06E_1,FULLW,06E_1_PM_5,,,,shape_323
06E_1,FULLW,06E_1_PM_6,,,,shape_324
06E_1,FULLW,06E_1_PM_7,,,,shape_325
06E_1,FULLW,06E_1_PM_8,,,,shape_326
06E_2,FULLW,06E_2_PM_1,,,,shape_327
06E_2,FULLW,06E_2_PM_2,,,,shape_328
06E_2,FULLW,06E_2_PM_3,,,,shape_329
06E_2,FULLW,06E_2_PM_4,,,,shape_330
06E_2,FULLW,06E_2_PM_5,,,,shape_331
07_1,FULLW,07_1_PM_1,,,,shape_332
07_1,FULLW,07_1_PM_2,,,,shape_333
07_1,FULLW,07_1_PM_3,,,,shape_334
07_1,FULLW,07_1_PM_4,,,,shape_335
07_1,FULLW,07_1_PM_5,,,,shape_336
07_1,FULLW,07_1_PM_6,,,,shape_337
07_1,FULLW,07_1_PM_7,,,,shape_338
07_1,FULLW,07_1_PM_8,,,,shape_339
07_1,FULLW,07_1_PM_9,,,,shape_340
07_1,FULLW,07_1_PM_10,,,,shape_341
07_1,FULLW,07_1_PM_11,,,,shape_342
07_1,FULLW,07_1_PM_12,,,,shape_343
07_1,FULLW,07_1_PM_13,,,,shape_344
07_1,FULLW,07_1_PM_14,,,,shape_345
07_1,FULLW,07_1_PM_15,,,,shape_346
07_1,FULLW,07_1_PM_16,,,,shape_347
07_1,FULLW,07_1_PM_17,,,,shape_348
07_1,FULLW,07_1_PM_18,,,,shape_349
07_1,FULLW,07_1_PM_19,,,,shape_350
07_1,FULLW,07_1_PM_20,,,,shape_351
07_1,FULLW,07_1_PM_21,,,,shape_352
07_1,FULLW,07_1_PM_22,,,,shape_353
07_1,FULLW,07_1_PM_23,,,,shape_354
07_2,FULLW,07_2_PM_1,,,,shape_355
07_2,FULLW,07_2_PM_2,,,,shape_356
07_2,FULLW,07_2_PM_3,,,,shape_357
07_2,FULLW,07_2_PM_4,,,,shape_358
07_2,FULLW,07_2_PM_5,,,,shape_359
07_2,FULLW,07_2_PM_6,,,,shape_360
07_2,FULLW,07_2_PM_7,,,,shape_361
07_2,FULLW,07_2_PM_8,,,,shape_362
07_2,FULLW,07_2_PM_9,,,,shape_363
07_2,FULLW,07_2_PM_10,,,,shape_364
07_2,FULLW,07_2_PM_11,,,,shape_365
07_2,FULLW,07_2_PM_12,,,,shape_366
07_2,FULLW,07_2_PM_13,,,,shape_367
07_2,FULLW,07_2_PM_14,,,,shape_368
07_2,FULLW,07_2_PM_15,,,,shape_369
07_2,FULLW,07_2_PM_16,,,,shape_370
07_2,FULLW,07_2_PM_17,,,,shape_371
07_2,FULLW,07_2_PM_18,,,,shape_372
07_2,FULLW,07_2_PM_19,,,,shape_373
07_2,FULLW,07_2_PM_20,,,,shape_374
07_2,FULLW,07_2_PM_21,,,,shape_375
07_2,FULLW,07_2_PM_22,,,,shape_376
07_2,FULLW,07_2_PM_23,,,,shape_377
08A_1,FULLW,08A_1_PM_1,,,,shape_378
08A_1,FULLW,08A_1_PM_2,,,,shape_379
08A_1,FULLW,08A_1_PM_3,,,,shape_380
08A_1,FULLW,08A_1_PM_4,,,,shape_381
08A_1,FULLW,08A_1_PM_5,,,,shape_382
08A_1,FULLW,08A_1_PM_6,,,,shape_383
08A_1,FULLW,08A_1_PM_7,,,,shape_384
08A_1,FULLW,08A_1_PM_8,,,,shape_385
08A_1,FULLW,08A_1_PM_9,,,,shape_386
08A_1,FULLW,08A_1_PM_10,,,,shape_387
08A_1,FULLW,08A_1_PM_11,,,,shape_388
08A_1,FULLW,08A_1_PM_12,,,,shape_389
08A_1,FULLW,08A_1_PM_13,,,,shape_390
08A_1,FULLW,08A_1_PM_14,,,,shape_391
08A_1,FULLW,08A_1_PM_15,,,,shape_392
08A_1,FULLW,08A_1_PM_16,,,,shape_393
08A_1,FULLW,08A_1_PM_17,,,,shape_394
08A_1,FULLW,08A_1_PM_18,,,,shape_395
08A_1,FULLW,08A_1_PM_19,,,,shape_396
08A_1,FULLW,08A_1_PM_20,,,,shape_397
08A_1,FULLW,08A_1_PM_21,,,,shape_398
08A_2,FULLW,08A_2_PM_1,,,,shape_399
08A_2,FULLW,08A_2_PM_2,,,,shape_400
08A_2,FULLW,08A_2_PM_3,,,,shape_401
08A_2,FULLW,08A_2_PM_4,,,,shape_402
08A_2,FULLW,08A_2_PM_5,,,,shape_403
08A_2,FULLW,08A_2_PM_6,,,,shape_404
08A_2,FULLW,08A_2_PM_7,,,,shape_405
08A_2,FULLW,08A_2_PM_8,,,,shape_406
08A_2,FULLW,08A_2_PM_9,,,,shape_407
08A_2,FULLW,08A_2_PM_10,,,,shape_408
08A_2,FULLW,08A_2_PM_11,,,,shape_409
08A_2,FULLW,08A_2_PM_12,,,,shape_410
08A_2,FULLW,08A_2_PM_13,,,,shape_411
08A_2,FULLW,08A_2_PM_14,,,,shape_412
08A_2,FULLW,08A_2_PM_15,,,,shape_413
08A_2,FULLW,08A_2_PM_16,,,,shape_414
08A_2,FULLW,08A_2_PM_17,,,,shape_415
08A_2,FULLW,08A_2_PM_18,,,,shape_416
08A_2,FULLW,08A_2_PM_19,,,,shape_417
08A_2,FULLW,08A_2_PM_20,,,,shape_418
08A_2,FULLW,08A_2_PM_21,,,,shape_419
08B_1,FULLW,08B_1_PM_1,,,,shape_420
08B_1,FULLW,08B_1_PM_2,,,,shape_421
08B_1,FULLW,08B_1_PM_3,,,,shape_422
08B_1,FULLW,08B_1_PM_4,,,,shape_423
08B_1,FULLW,08B_1_PM_5,,,,shape_424
08B_1,FULLW,08B_1_PM_6,,,,shape_425
08B_1,FULLW,08B_1_PM_7,,,,shape_426
08B_1,FULLW,08B_1_PM_8,,,,shape_427
08B_1,FULLW,08B_1_PM_9,,,,shape_428
08B_1,FULLW,08B_1_PM_10,,,,shape_429
08B_1,FULLW,08B_1_PM_11,,,,shape_430
08B_2,FULLW,08B_2_PM_1,,,,shape_431
08B_2,FULLW,08B_2_PM_2,,,,shape_432
08B_2,FULLW,08B_2_PM_3,,,,shape_433
08B_2,FULLW,08B_2_PM_4,,,,shape_434
08B_2,FULLW,08B_2_PM_5,,,,shape_435
08B_2,FULLW,08B_2_PM_6,,,,shape_436
08B_2,FULLW,08B_2_PM_7,,,,shape_437
08B_2,FULLW,08B_2_PM_8,,,,shape_438
08B_2,FULLW,08B_2_PM_9,,,,shape_439
08B_2,FULLW,08B_2_PM_10,,,,shape_440
08B_2,FULLW,08B_2_PM_11,,,,shape_441
09_1,FULLW,09_1_PM_1,,,,shape_442
09_1,FULLW,09_1_PM_2,,,,shape_443
09_1,FULLW,09_1_PM_3,,,,shape_444
09_1,FULLW,09_1_PM_4,,,,shape_445
09_1,FULLW,09_1_PM_5,,,,shape_446
09_1,FULLW,09_1_PM_6,,,,shape_447
09_1,FULLW,09_1_PM_7,,,,shape_448
09_1,FULLW,09_1_PM_8,,,,shape_449
09_1,FULLW,09_1_PM_9,,,,shape_450
09_1,FULLW,09_1_PM_10,,,,shape_451
09_1,FULLW,09_1_PM_11,,,,shape_452
09_1,FULLW,09_1_PM_12,,,,shape_453
09_1,FULLW,09_1_PM_13,,,,shape_454
09_1,FULLW,09_1_PM_14,,,,shape_455
09_1,FULLW,09_1_PM_15,,,,shape_456
09_1,FULLW,09_1_PM_16,,,,shape_457
09_1,FULLW,09_1_PM_17,,,,shape_458
09_1,FULLW,09_1_PM_18,,,,shape_459
09_1,FULLW,09_1_PM_19,,,,shape_460
09_1,FULLW,09_1_PM_20,,,,shape_461
09_1,FULLW,09_1_PM_21,,,,shape_462
09_2,FULLW,09_2_PM_1,,,,shape_463
09_2,FULLW,09_2_PM_2,,,,shape_464
09_2,FULLW,09_2_PM_3,,,,shape_465
09_2,FULLW,09_2_PM_4,,,,shape_466
09_2,FULLW,09_2_PM_5,,,,shape_467
09_2,FULLW,09_2_PM_6,,,,shape_468
09_2,FULLW,09_2_PM_7,,,,shape_469
09_2,FULLW,09_2_PM_8,,,,shape_470
09_2,FULLW,09_2_PM_9,,,,shape_471
09_2,FULLW,09_2_PM_10,,,,shape_472
09_2,FULLW,09_2_PM_11,,,,shape_473
09_2,FULLW,09_2_PM_12,,,,shape_474
09_2,FULLW,09_2_PM_13,,,,shape_475
09_2,FULLW,09_2_PM_14,,,,shape_476
09_2,FULLW,09_2_PM_15,,,,shape_477
09_2,FULLW,09_2_PM_16,,,,shape_478
09_2,FULLW,09_2_PM_17,,,,shape_479
09_2,FULLW,09_2_PM_18,,,,shape_480
09_2,FULLW,09_2_PM_19,,,,shape_481
09_2,FULLW,09_2_PM_20,,,,shape_482
09_2,FULLW,09_2_PM_21,,,,shape_483
10A_1,FULLW,10A_1_PM_1,,,,shape_484
10A_1,FULLW,10A_1_PM_2,,,,shape_485
10A_1,FULLW,10A_1_PM_3,,,,shape_486
10A_1,FULLW,10A_1_PM_4,,,,shape_487
10A_1,FULLW,10A_1_PM_5,,,,shape_488
10A_1,FULLW,10A_1_PM_6,,,,shape_489
10A_1,FULLW,10A_1_PM_7,,,,shape_490
10A_1,FULLW,10A_1_PM_8,,,,shape_491
10A_1,FULLW,10A_1_PM_9,,,,shape_492
10A_1,FULLW,10A_1_PM_10,,,,shape_493
10A_1,FULLW,10A_1_PM_11,,,,shape_494
10A_1,FULLW,10A_1_PM_12,,,,shape_495
10A_1,FULLW,10A_1_PM_13,,,,shape_496
10A_1,FULLW,10A_1_PM_14,,,,shape_497
10A_1,FULLW,10A_1_PM_15,,,,shape_498
10A_1,FULLW,10A_1_PM_16,,,,shape_499
10A_1,FULLW,10A_1_PM_17,,,,shape_500
10A_1,FULLW,10A_1_PM_18,,,,shape_501
10A_1,FULLW,10A_1_PM_19,,,,shape_502
10A_1,FULLW,10A_1_PM_20,,,,shape_503
10A_1,FULLW,10A_1_PM_21,,,,shape_504
10A_2,FULLW,10A_2_PM_1,,,,shape_505
10A_2,FULLW,10A_2_PM_2,,,,shape_506
10A_2,FULLW,10A_2_PM_3,,,,shape_507
10A_2,FULLW,10A_2_PM_4,,,,shape_508
10A_2,FULLW,10A_2_PM_5,,,,shape_509
10A_2,FULLW,10A_2_PM_6,,,,shape_510
10A_2,FULLW,10A_2_PM_7,,,,shape_511
10A_2,FULLW,10A_2_PM_8,,,,shape_512
10A_2,FULLW,10A_2_PM_9,,,,shape_513
10A_2,FULLW,10A_2_PM_10,,,,shape_514
10A_2,FULLW,10A_2_PM_11,,,,shape_515
10A_2,FULLW,10A_2_PM_12,,,,shape_516
10A_2,FULLW,10A_2_PM_13,,,,shape_517
